,time,gaze_target
214,4.28,O
215,4.3,P
216,4.32,Q
217,4.34,R
218,4.36,S
219,4.38,T
220,4.4,U
221,4.42,V
222,4.44,W
223,4.46,X
224,4.48,Y
225,4.5,A
226,4.5200000000000005,B
227,4.54,C
228,4.5600000000000005,D
229,4.58,E
230,4.6000000000000005,F
231,4.62,G
232,4.64,H
233,4.66,I
234,4.68,J
235,4.7,K
236,4.72,L
237,4.74,M
238,4.76,N
239,4.78,O
240,4.8,P
241,4.82,Q
242,4.84,R
243,4.86,S
244,4.88,T
245,4.9,U
246,4.92,V
247,4.94,W
248,4.96,X
249,4.98,Y
250,5.0,A
251,5.0200000000000005,B
252,5.04,C
253,5.0600000000000005,D
254,5.08,E
255,5.1000000000000005,F
256,5.12,G
257,5.14,H
258,5.16,I
259,5.18,J
260,5.2,K
261,5.22,L
262,5.24,M
263,5.26,N
264,5.28,O
265,5.3,P
266,5.32,Q
267,5.34,R
268,5.36,S
269,5.38,T
270,5.4,U
271,5.42,V
272,5.44,W
273,5.46,X
274,5.48,Y
275,5.5,A
276,5.5200000000000005,B
277,5.54,C
278,5.5600000000000005,D
279,5.58,E
280,5.6000000000000005,F
281,5.62,G
282,5.64,H
283,5.66,I
284,5.68,J
285,5.7,K
286,5.72,L
287,5.74,M
288,5.76,N
289,5.78,O
290,5.8,P
291,5.82,Q
292,5.84,R
293,5.86,S
294,5.88,T
295,5.9,U
296,5.92,V
297,5.94,W
298,5.96,X
299,5.98,Y
300,6.0,A
301,6.0200000000000005,B
302,6.04,C
303,6.0600000000000005,D
304,6.08,E
305,6.1000000000000005,F
306,6.12,G
307,6.140000000000001,H
308,6.16,I
309,6.18,J
310,6.2,K
311,6.22,L
312,6.24,M
313,6.26,N
314,6.28,O
315,6.3,P
316,6.32,Q
317,6.34,R
318,6.36,S
319,6.38,T
320,6.4,U
321,6.42,V
322,6.44,W
323,6.46,X
324,6.48,Y
325,6.5,A
326,6.5200000000000005,B
327,6.54,C
328,6.5600000000000005,D
329,6.58,E
330,6.6000000000000005,F
331,6.62,G
332,6.640000000000001,H
333,6.66,I
334,6.68,J
335,6.7,K
336,6.72,L
337,6.74,M
338,6.76,N
339,6.78,O
340,6.8,P
341,6.82,Q
342,6.84,R
343,6.86,S
344,6.88,T
345,6.9,U
346,6.92,V
347,6.94,W
348,6.96,X
349,6.98,Y
350,7.0,A
351,7.0200000000000005,B
352,7.04,C
353,7.0600000000000005,D
354,7.08,E
355,7.1000000000000005,F
356,7.12,G
357,7.140000000000001,H
358,7.16,I
359,7.18,J
360,7.2,K
361,7.22,L
362,7.24,M
363,7.26,N
364,7.28,O
365,7.3,P
366,7.32,Q
367,7.34,R
368,7.36,S
369,7.38,T
370,7.4,U
371,7.42,V
372,7.44,W
373,7.46,X
374,7.48,Y
375,7.5,A
376,7.5200000000000005,B
377,7.54,C
378,7.5600000000000005,D
379,7.58,E
380,7.6000000000000005,F
381,7.62,G
382,7.640000000000001,H
383,7.66,I
384,7.68,J
385,7.7,K
386,7.72,L
387,7.74,M
388,7.76,N
389,7.78,O
390,7.8,P
391,7.82,Q
392,7.84,R
393,7.86,S
394,7.88,T
395,7.9,U
396,7.92,V
397,7.94,W
398,7.96,X
399,7.98,Y
400,8.0,A
401,8.02,B
402,8.040000000000001,C
403,8.06,D
404,8.08,E
405,8.1,F
406,8.120000000000001,G
407,8.14,H
408,8.16,I
409,8.18,J
410,8.2,K
411,8.22,L
412,8.24,M
413,8.26,N
414,8.28,O
415,8.3,P
416,8.32,Q
417,8.34,R
418,8.36,S
419,8.38,T
420,8.4,U
421,8.42,V
422,8.44,W
423,8.46,X
424,8.48,Y
425,8.5,A
426,8.52,B
427,8.540000000000001,C
428,8.56,D
429,8.58,E
430,8.6,F
431,8.620000000000001,G
432,8.64,H
433,8.66,I
434,8.68,J
435,8.700000000000001,K
436,8.72,L
437,8.74,M
438,8.76,N
439,8.78,O
440,8.8,P
441,8.82,Q
442,8.84,R
443,8.86,S
444,8.88,T
445,8.9,U
446,8.92,V
447,8.94,W
448,8.96,X
449,8.98,Y
450,9.0,A
451,9.02,B
452,9.040000000000001,C
453,9.06,D
454,9.08,E
455,9.1,F
456,9.120000000000001,G
457,9.14,H
458,9.16,I
459,9.18,J
460,9.200000000000001,K
461,9.22,L
462,9.24,M
463,9.26,N
464,9.28,O
465,9.3,P
466,9.32,Q
467,9.34,R
468,9.36,S
469,9.38,T
470,9.4,U
471,9.42,V
472,9.44,W
473,9.46,X
474,9.48,Y
475,9.5,A
476,9.52,B
477,9.540000000000001,C
478,9.56,D
479,9.58,E
480,9.6,F
481,9.620000000000001,G
482,9.64,H
483,9.66,I
484,9.68,J
485,9.700000000000001,K
486,9.72,L
487,9.74,M
488,9.76,N
489,9.78,O
490,9.8,P
491,9.82,Q
492,9.84,R
493,9.86,S
494,9.88,T
495,9.9,U
496,9.92,V
497,9.94,W
498,9.96,X
499,9.98,Y
500,10.0,A
501,10.02,B
502,10.040000000000001,C
503,10.06,D
504,10.08,E
505,10.1,F
506,10.120000000000001,G
507,10.14,H
508,10.16,I
509,10.18,J
510,10.200000000000001,K
511,10.22,L
512,10.24,M
513,10.26,N
514,10.28,O
515,10.3,P
516,10.32,Q
517,10.34,R
518,10.36,S
519,10.38,T
520,10.4,U
521,10.42,V
522,10.44,W
523,10.46,X
524,10.48,Y
525,10.5,A
526,10.52,B
527,10.540000000000001,C
528,10.56,D
529,10.58,E
530,10.6,F
531,10.620000000000001,G
532,10.64,H
533,10.66,I
534,10.68,J
535,10.700000000000001,K
536,10.72,L
537,10.74,M
538,10.76,N
539,10.78,O
540,10.8,P
541,10.82,Q
542,10.84,R
543,10.86,S
544,10.88,T
545,10.9,U
546,10.92,V
547,10.94,W
548,10.96,X
549,10.98,Y
550,11.0,A
551,11.02,B
552,11.040000000000001,C
553,11.06,D
554,11.08,E
555,11.1,F
556,11.120000000000001,G
557,11.14,H
558,11.16,I
559,11.18,J
560,11.200000000000001,K
561,11.22,L
562,11.24,M
563,11.26,N
564,11.28,O
565,11.3,P
566,11.32,Q
567,11.34,R
568,11.36,S
569,11.38,T
570,11.4,U
571,11.42,V
572,11.44,W
573,11.46,X
574,11.48,Y
575,11.5,A
576,11.52,B
577,11.540000000000001,C
578,11.56,D
579,11.58,E
580,11.6,F
581,11.620000000000001,G
582,11.64,H
583,11.66,I
584,11.68,J
585,11.700000000000001,K
586,11.72,L
587,11.74,M
588,11.76,N
589,11.78,O
590,11.8,P
591,11.82,Q
592,11.84,R
593,11.86,S
594,11.88,T
595,11.9,U
596,11.92,V
597,11.94,W
598,11.96,X
599,11.98,Y
600,12.0,A
601,12.02,B
602,12.040000000000001,C
603,12.06,D
604,12.08,E
605,12.1,F
606,12.120000000000001,G
607,12.14,H
608,12.16,I
609,12.18,J
610,12.200000000000001,K
611,12.22,L
612,12.24,M
613,12.26,N
614,12.280000000000001,O
615,12.3,P
616,12.32,Q
617,12.34,R
618,12.36,S
619,12.38,T
620,12.4,U
621,12.42,V
622,12.44,W
623,12.46,X
624,12.48,Y
625,12.5,A
626,12.52,B
627,12.540000000000001,C
628,12.56,D
629,12.58,E
630,12.6,F
631,12.620000000000001,G
632,12.64,H
633,12.66,I
634,12.68,J
635,12.700000000000001,K
636,12.72,L
637,12.74,M
638,12.76,N
639,12.780000000000001,O
640,12.8,P
641,12.82,Q
642,12.84,R
643,12.86,S
644,12.88,T
645,12.9,U
646,12.92,V
647,12.94,W
648,12.96,X
649,12.98,Y
650,13.0,A
651,13.02,B
652,13.040000000000001,C
653,13.06,D
654,13.08,E
655,13.1,F
656,13.120000000000001,G
657,13.14,H
658,13.16,I
659,13.18,J
660,13.200000000000001,K
661,13.22,L
662,13.24,M
663,13.26,N
664,13.280000000000001,O
665,13.3,P
666,13.32,Q
667,13.34,R
668,13.36,S
669,13.38,T
670,13.4,U
671,13.42,V
672,13.44,W
673,13.46,X
674,13.48,Y
675,13.5,A
676,13.52,B
677,13.540000000000001,C
678,13.56,D
679,13.58,E
680,13.6,F
681,13.620000000000001,G
682,13.64,H
683,13.66,I
684,13.68,J
685,13.700000000000001,K
686,13.72,L
687,13.74,M
688,13.76,N
689,13.780000000000001,O
690,13.8,P
691,13.82,Q
692,13.84,R
693,13.86,S
694,13.88,T
695,13.9,U
696,13.92,V
697,13.94,W
698,13.96,X
699,13.98,Y
700,14.0,A
701,14.02,B
702,14.040000000000001,C
703,14.06,D
704,14.08,E
705,14.1,F
706,14.120000000000001,G
707,14.14,H
708,14.16,I
709,14.18,J
710,14.200000000000001,K
711,14.22,L
712,14.24,M
713,14.26,N
714,14.280000000000001,O
715,14.3,P
716,14.32,Q
717,14.34,R
718,14.36,S
719,14.38,T
720,14.4,U
721,14.42,V
722,14.44,W
723,14.46,X
724,14.48,Y
725,14.5,A
726,14.52,B
727,14.540000000000001,C
728,14.56,D
729,14.58,E
730,14.6,F
731,14.620000000000001,G
732,14.64,H
733,14.66,I
734,14.68,J
735,14.700000000000001,K
736,14.72,L
737,14.74,M
738,14.76,N
739,14.780000000000001,O
740,14.8,P
741,14.82,Q
742,14.84,R
743,14.86,S
744,14.88,T
745,14.9,U
746,14.92,V
747,14.94,W
748,14.96,X
749,14.98,Y
750,15.0,A
751,15.02,B
752,15.040000000000001,C
753,15.06,D
754,15.08,E
755,15.1,F
756,15.120000000000001,G
757,15.14,H
758,15.16,I
759,15.18,J
760,15.200000000000001,K
761,15.22,L
762,15.24,M
763,15.26,N
764,15.280000000000001,O
765,15.3,P
766,15.32,Q
767,15.34,R
768,15.36,S
769,15.38,T
770,15.4,U
771,15.42,V
772,15.44,W
773,15.46,X
774,15.48,Y
775,15.5,A
776,15.52,B
777,15.540000000000001,C
778,15.56,D
779,15.58,E
780,15.6,F
781,15.620000000000001,G
782,15.64,H
783,15.66,I
784,15.68,J
785,15.700000000000001,K
786,15.72,L
787,15.74,M
788,15.76,N
789,15.780000000000001,O
790,15.8,P
791,15.82,Q
792,15.84,R
793,15.860000000000001,S
794,15.88,T
795,15.9,U
796,15.92,V
797,15.94,W
798,15.96,X
799,15.98,Y
800,16.0,A
801,16.02,B
802,16.04,C
803,16.06,D
804,16.080000000000002,E
805,16.1,F
806,16.12,G
807,16.14,H
808,16.16,I
809,16.18,J
810,16.2,K
811,16.22,L
812,16.240000000000002,M
813,16.26,N
814,16.28,O
815,16.3,P
816,16.32,Q
817,16.34,R
818,16.36,S
819,16.38,T
820,16.4,U
821,16.42,V
822,16.44,W
823,16.46,X
824,16.48,Y
825,16.5,A
826,16.52,B
827,16.54,C
828,16.56,D
829,16.580000000000002,E
830,16.6,F
831,16.62,G
832,16.64,H
833,16.66,I
834,16.68,J
835,16.7,K
836,16.72,L
837,16.740000000000002,M
838,16.76,N
839,16.78,O
840,16.8,P
841,16.82,Q
842,16.84,R
843,16.86,S
844,16.88,T
845,16.9,U
846,16.92,V
847,16.94,W
848,16.96,X
849,16.98,Y
850,17.0,A
851,17.02,B
852,17.04,C
853,17.06,D
854,17.080000000000002,E
855,17.1,F
856,17.12,G
857,17.14,H
858,17.16,I
859,17.18,J
860,17.2,K
861,17.22,L
862,17.240000000000002,M
863,17.26,N
864,17.28,O
865,17.3,P
866,17.32,Q
867,17.34,R
868,17.36,S
869,17.38,T
870,17.400000000000002,U
871,17.42,V
872,17.44,W
873,17.46,X
874,17.48,Y
875,17.5,A
876,17.52,B
877,17.54,C
878,17.56,D
879,17.580000000000002,E
880,17.6,F
881,17.62,G
882,17.64,H
883,17.66,I
884,17.68,J
885,17.7,K
886,17.72,L
887,17.740000000000002,M
888,17.76,N
889,17.78,O
890,17.8,P
891,17.82,Q
892,17.84,R
893,17.86,S
894,17.88,T
895,17.900000000000002,U
896,17.92,V
897,17.94,W
898,17.96,X
899,17.98,Y
900,18.0,A
901,18.02,B
902,18.04,C
903,18.06,D
904,18.080000000000002,E
905,18.1,F
906,18.12,G
907,18.14,H
908,18.16,I
909,18.18,J
910,18.2,K
911,18.22,L
912,18.240000000000002,M
913,18.26,N
914,18.28,O
915,18.3,P
916,18.32,Q
917,18.34,R
918,18.36,S
919,18.38,T
920,18.400000000000002,U
921,18.42,V
922,18.44,W
923,18.46,X
924,18.48,Y
925,18.5,A
926,18.52,B
927,18.54,C
928,18.56,D
929,18.580000000000002,E
930,18.6,F
931,18.62,G
932,18.64,H
933,18.66,I
934,18.68,J
935,18.7,K
936,18.72,L
937,18.740000000000002,M
938,18.76,N
939,18.78,O
940,18.8,P
941,18.82,Q
942,18.84,R
943,18.86,S
944,18.88,T
945,18.900000000000002,U
946,18.92,V
947,18.94,W
948,18.96,X
949,18.98,Y
950,19.0,A
951,19.02,B
952,19.04,C
953,19.06,D
954,19.080000000000002,E
955,19.1,F
956,19.12,G
957,19.14,H
958,19.16,I
959,19.18,J
960,19.2,K
961,19.22,L
962,19.240000000000002,M
963,19.26,N
964,19.28,O
965,19.3,P
966,19.32,Q
967,19.34,R
968,19.36,S
969,19.38,T
970,19.400000000000002,U
971,19.42,V
972,19.44,W
973,19.46,X
974,19.48,Y
975,19.5,A
976,19.52,B
977,19.54,C
978,19.56,D
979,19.580000000000002,E
980,19.6,F
981,19.62,G
982,19.64,H
983,19.66,I
984,19.68,J
985,19.7,K
986,19.72,L
987,19.740000000000002,M
988,19.76,N
989,19.78,O
990,19.8,P
991,19.82,Q
992,19.84,R
993,19.86,S
994,19.88,T
995,19.900000000000002,U
996,19.92,V
997,19.94,W
998,19.96,X
999,19.98,Y
1000,20.0,A
1001,20.02,B
1002,20.04,C
1003,20.06,D
1004,20.080000000000002,E
1005,20.1,F
1006,20.12,G
1007,20.14,H
1008,20.16,I
1009,20.18,J
1010,20.2,K
1011,20.22,L
1012,20.240000000000002,M
1013,20.26,N
1014,20.28,O
1015,20.3,P
1016,20.32,Q
1017,20.34,R
1018,20.36,S
1019,20.38,T
1020,20.400000000000002,U
1021,20.42,V
1022,20.44,W
1023,20.46,X
1024,20.48,Y
1025,20.5,A
1026,20.52,B
1027,20.54,C
1028,20.56,D
1029,20.580000000000002,E
1030,20.6,F
1031,20.62,G
1032,20.64,H
1033,20.66,I
1034,20.68,J
1035,20.7,K
1036,20.72,L
1037,20.740000000000002,M
1038,20.76,N
1039,20.78,O
1040,20.8,P
1041,20.82,Q
1042,20.84,R
1043,20.86,S
1044,20.88,T
1045,20.900000000000002,U
1046,20.92,V
1047,20.94,W
1048,20.96,X
1049,20.98,Y
1050,21.0,A
1051,21.02,B
1052,21.04,C
1053,21.06,D
1054,21.080000000000002,E
1055,21.1,F
1056,21.12,G
1057,21.14,H
1058,21.16,I
1059,21.18,J
1060,21.2,K
1061,21.22,L
1062,21.240000000000002,M
1063,21.26,N
1064,21.28,O
1065,21.3,P
1066,21.32,Q
1067,21.34,R
1068,21.36,S
1069,21.38,T
1070,21.400000000000002,U
1071,21.42,V
1072,21.44,W
1073,21.46,X
1074,21.48,Y
1075,21.5,A
1076,21.52,B
1077,21.54,C
1078,21.56,D
1079,21.580000000000002,E
1080,21.6,F
1081,21.62,G
1082,21.64,H
1083,21.66,I
1084,21.68,J
1085,21.7,K
1086,21.72,L
1087,21.740000000000002,M
1088,21.76,N
1089,21.78,O
1090,21.8,P
1091,21.82,Q
1092,21.84,R
1093,21.86,S
1094,21.88,T
1095,21.900000000000002,U
1096,21.92,V
1097,21.94,W
1098,21.96,X
1099,21.98,Y
1100,22.0,A
1101,22.02,B
1102,22.04,C
1103,22.06,D
1104,22.080000000000002,E
1105,22.1,F
1106,22.12,G
1107,22.14,H
1108,22.16,I
1109,22.18,J
1110,22.2,K
1111,22.22,L
1112,22.240000000000002,M
1113,22.26,N
1114,22.28,O
1115,22.3,P
1116,22.32,Q
1117,22.34,R
1118,22.36,S
1119,22.38,T
1120,22.400000000000002,U
1121,22.42,V
1122,22.44,W
1123,22.46,X
1124,22.48,Y
1125,22.5,A
1126,22.52,B
1127,22.54,C
1128,22.56,D
1129,22.580000000000002,E
1130,22.6,F
1131,22.62,G
1132,22.64,H
1133,22.66,I
1134,22.68,J
1135,22.7,K
1136,22.72,L
1137,22.740000000000002,M
1138,22.76,N
1139,22.78,O
1140,22.8,P
1141,22.82,Q
1142,22.84,R
1143,22.86,S
1144,22.88,T
1145,22.900000000000002,U
1146,22.92,V
1147,22.94,W
1148,22.96,X
1149,22.98,Y
1150,23.0,A
1151,23.02,B
1152,23.04,C
1153,23.06,D
1154,23.080000000000002,E
1155,23.1,F
1156,23.12,G
1157,23.14,H
1158,23.16,I
1159,23.18,J
1160,23.2,K
1161,23.22,L
1162,23.240000000000002,M
1163,23.26,N
1164,23.28,O
1165,23.3,P
1166,23.32,Q
1167,23.34,R
1168,23.36,S
1169,23.38,T
1170,23.400000000000002,U
1171,23.42,V
1172,23.44,W
1173,23.46,X
1174,23.48,Y
1175,23.5,A
1176,23.52,B
1177,23.54,C
1178,23.56,D
1179,23.580000000000002,E
1180,23.6,F
1181,23.62,G
1182,23.64,H
1183,23.66,I
1184,23.68,J
1185,23.7,K
1186,23.72,L
1187,23.740000000000002,M
1188,23.76,N
1189,23.78,O
1190,23.8,P
1191,23.82,Q
1192,23.84,R
1193,23.86,S
1194,23.88,T
1195,23.900000000000002,U
1196,23.92,V
1197,23.94,W
1198,23.96,X
1199,23.98,Y
1200,24.0,A
1201,24.02,B
1202,24.04,C
1203,24.060000000000002,D
1204,24.080000000000002,E
1205,24.1,F
1206,24.12,G
1207,24.14,H
1208,24.16,I
1209,24.18,J
1210,24.2,K
1211,24.22,L
1212,24.240000000000002,M
1213,24.26,N
1214,24.28,O
1215,24.3,P
1216,24.32,Q
1217,24.34,R
1218,24.36,S
1219,24.38,T
1220,24.400000000000002,U
1221,24.42,V
1222,24.44,W
1223,24.46,X
1224,24.48,Y
1225,24.5,A
1226,24.52,B
1227,24.54,C
1228,24.560000000000002,D
1229,24.580000000000002,E
1230,24.6,F
1231,24.62,G
1232,24.64,H
1233,24.66,I
1234,24.68,J
1235,24.7,K
1236,24.72,L
1237,24.740000000000002,M
1238,24.76,N
1239,24.78,O
1240,24.8,P
1241,24.82,Q
1242,24.84,R
1243,24.86,S
1244,24.88,T
1245,24.900000000000002,U
1246,24.92,V
1247,24.94,W
1248,24.96,X
1249,24.98,Y
1250,25.0,A
1251,25.02,B
1252,25.04,C
1253,25.060000000000002,D
1254,25.080000000000002,E
1255,25.1,F
1256,25.12,G
1257,25.14,H
1258,25.16,I
1259,25.18,J
1260,25.2,K
1261,25.22,L
1262,25.240000000000002,M
1263,25.26,N
1264,25.28,O
1265,25.3,P
1266,25.32,Q
1267,25.34,R
1268,25.36,S
1269,25.38,T
1270,25.400000000000002,U
1271,25.42,V
1272,25.44,W
1273,25.46,X
1274,25.48,Y
1275,25.5,A
1276,25.52,B
1277,25.54,C
1278,25.560000000000002,D
1279,25.580000000000002,E
1280,25.6,F
1281,25.62,G
1282,25.64,H
1283,25.66,I
1284,25.68,J
1285,25.7,K
1286,25.72,L
1287,25.740000000000002,M
1288,25.76,N
1289,25.78,O
1290,25.8,P
1291,25.82,Q
1292,25.84,R
1293,25.86,S
1294,25.88,T
1295,25.900000000000002,U
1296,25.92,V
1297,25.94,W
1298,25.96,X
1299,25.98,Y
1300,26.0,A
1301,26.02,B
1302,26.04,C
1303,26.060000000000002,D
1304,26.080000000000002,E
1305,26.1,F
1306,26.12,G
1307,26.14,H
1308,26.16,I
1309,26.18,J
1310,26.2,K
1311,26.22,L
1312,26.240000000000002,M
1313,26.26,N
1314,26.28,O
1315,26.3,P
1316,26.32,Q
1317,26.34,R
1318,26.36,S
1319,26.38,T
1320,26.400000000000002,U
1321,26.42,V
1322,26.44,W
1323,26.46,X
1324,26.48,Y
1325,26.5,A
1326,26.52,B
1327,26.54,C
1328,26.560000000000002,D
1329,26.580000000000002,E
1330,26.6,F
1331,26.62,G
1332,26.64,H
1333,26.66,I
1334,26.68,J
1335,26.7,K
1336,26.72,L
1337,26.740000000000002,M
1338,26.76,N
1339,26.78,O
1340,26.8,P
1341,26.82,Q
1342,26.84,R
1343,26.86,S
1344,26.88,T
1345,26.900000000000002,U
1346,26.92,V
1347,26.94,W
1348,26.96,X
1349,26.98,Y
1350,27.0,A
1351,27.02,B
1352,27.04,C
1353,27.060000000000002,D
1354,27.080000000000002,E
1355,27.1,F
1356,27.12,G
1357,27.14,H
1358,27.16,I
1359,27.18,J
1360,27.2,K
1361,27.22,L
1362,27.240000000000002,M
1363,27.26,N
1364,27.28,O
1365,27.3,P
1366,27.32,Q
1367,27.34,R
1368,27.36,S
1369,27.38,T
1370,27.400000000000002,U
1371,27.42,V
1372,27.44,W
1373,27.46,X
1374,27.48,Y
1375,27.5,A
1376,27.52,B
1377,27.54,C
1378,27.560000000000002,D
1379,27.580000000000002,E
1380,27.6,F
1381,27.62,G
1382,27.64,H
1383,27.66,I
1384,27.68,J
1385,27.7,K
1386,27.72,L
1387,27.740000000000002,M
1388,27.76,N
1389,27.78,O
1390,27.8,P
1391,27.82,Q
1392,27.84,R
1393,27.86,S
1394,27.88,T
1395,27.900000000000002,U
1396,27.92,V
1397,27.94,W
1398,27.96,X
1399,27.98,Y
1400,28.0,A
1401,28.02,B
1402,28.04,C
1403,28.060000000000002,D
1404,28.080000000000002,E
1405,28.1,F
1406,28.12,G
1407,28.14,H
1408,28.16,I
1409,28.18,J
1410,28.2,K
1411,28.22,L
1412,28.240000000000002,M
1413,28.26,N
1414,28.28,O
1415,28.3,P
1416,28.32,Q
1417,28.34,R
1418,28.36,S
1419,28.38,T
1420,28.400000000000002,U
1421,28.42,V
1422,28.44,W
1423,28.46,X
1424,28.48,Y
1425,28.5,A
1426,28.52,B
1427,28.54,C
1428,28.560000000000002,D
1429,28.580000000000002,E
1430,28.6,F
1431,28.62,G
1432,28.64,H
1433,28.66,I
1434,28.68,J
1435,28.7,K
1436,28.72,L
1437,28.740000000000002,M
1438,28.76,N
1439,28.78,O
1440,28.8,P
1441,28.82,Q
1442,28.84,R
1443,28.86,S
1444,28.88,T
1445,28.900000000000002,U
1446,28.92,V
1447,28.94,W
1448,28.96,X
1449,28.98,Y
1450,29.0,A
1451,29.02,B
1452,29.04,C
1453,29.060000000000002,D
1454,29.080000000000002,E
1455,29.1,F
1456,29.12,G
1457,29.14,H
1458,29.16,I
1459,29.18,J
1460,29.2,K
1461,29.22,L
1462,29.240000000000002,M
1463,29.26,N
1464,29.28,O
1465,29.3,P
1466,29.32,Q
1467,29.34,R
1468,29.36,S
1469,29.38,T
1470,29.400000000000002,U
1471,29.42,V
1472,29.44,W
1473,29.46,X
1474,29.48,Y
1475,29.5,A
1476,29.52,B
1477,29.54,C
1478,29.560000000000002,D
1479,29.580000000000002,E
1480,29.6,F
1481,29.62,G
1482,29.64,H
1483,29.66,I
1484,29.68,J
1485,29.7,K
1486,29.72,L
1487,29.740000000000002,M
1488,29.76,N
1489,29.78,O
1490,29.8,P
1491,29.82,Q
1492,29.84,R
1493,29.86,S
1494,29.88,T
1495,29.900000000000002,U
1496,29.92,V
1497,29.94,W
1498,29.96,X
1499,29.98,Y
1500,30.0,A
1501,30.02,B
1502,30.04,C
1503,30.060000000000002,D
1504,30.080000000000002,E
1505,30.1,F
1506,30.12,G
1507,30.14,H
1508,30.16,I
1509,30.18,J
1510,30.2,K
1511,30.22,L
1512,30.240000000000002,M
1513,30.26,N
1514,30.28,O
1515,30.3,P
1516,30.32,Q
1517,30.34,R
1518,30.36,S
1519,30.38,T
1520,30.400000000000002,U
1521,30.42,V
1522,30.44,W
1523,30.46,X
1524,30.48,Y
1525,30.5,A
1526,30.52,B
1527,30.54,C
1528,30.560000000000002,D
1529,30.580000000000002,E
1530,30.6,F
1531,30.62,G
1532,30.64,H
1533,30.66,I
1534,30.68,J
1535,30.7,K
1536,30.72,L
1537,30.740000000000002,M
1538,30.76,N
1539,30.78,O
1540,30.8,P
1541,30.82,Q
1542,30.84,R
1543,30.86,S
1544,30.88,T
1545,30.900000000000002,U
1546,30.92,V
1547,30.94,W
1548,30.96,X
1549,30.98,Y
1550,31.0,A
1551,31.02,B
